country,year,variable,value
State of Palestine,2005,Population mid-year estimates for females (millions),1.76
State of Palestine,2005,Sex ratio (males per 100 females),102.9
State of Palestine,2005,Population aged 0 to 14 years old (percentage),45.6
State of Palestine,2005,Population aged 60+ years old (percentage),4
State of Palestine,2005,Population density,594
State of Palestine,2010,Population mid-year estimates (millions),4.07
State of Palestine,2010,Population mid-year estimates for males (millions),2.06
State of Palestine,2010,Population mid-year estimates for females (millions),2
State of Palestine,2010,Sex ratio (males per 100 females),102.9
State of Palestine,2010,Population aged 0 to 14 years old (percentage),42.4
State of Palestine,2010,Population aged 60+ years old (percentage),4.3
State of Palestine,2010,Population density,675.6
State of Palestine,2015,Population mid-year estimates (millions),4.66
State of Palestine,2015,Population mid-year estimates for males (millions),2.36
State of Palestine,2015,Population mid-year estimates for females (millions),2.3
State of Palestine,2015,Sex ratio (males per 100 females),102.9
State of Palestine,2015,Population aged 0 to 14 years old (percentage),40.1
State of Palestine,2015,Population aged 60+ years old (percentage),4.5
State of Palestine,2015,Population density,774.6
State of Palestine,2015,Surface area (thousand km2),6
State of Palestine,2018,Population mid-year estimates (millions),5.05
State of Palestine,2018,Population mid-year estimates for males (millions),2.56
State of Palestine,2018,Population mid-year estimates for females (millions),2.49
State of Palestine,2018,Sex ratio (males per 100 females),102.9
State of Palestine,2018,Population aged 0 to 14 years old (percentage),39.3
State of Palestine,2018,Population aged 60+ years old (percentage),4.7
State of Palestine,2018,Population density,839.3
Sudan,2005,Population mid-year estimates (millions),30.91
Sudan,2005,Population mid-year estimates for males (millions),15.5
Sudan,2005,Population mid-year estimates for females (millions),15.41
Sudan,2005,Sex ratio (males per 100 females),100.6
Sudan,2005,Population aged 0 to 14 years old (percentage),43.5
Sudan,2005,Population aged 60+ years old (percentage),4.9
Sudan,2005,Population density,17.5
Sudan,2010,Population mid-year estimates (millions),34.39
Sudan,2010,Population mid-year estimates for males (millions),17.15
Sudan,2010,Population mid-year estimates for females (millions),17.23
Sudan,2010,Sex ratio (males per 100 females),99.5
Sudan,2010,Population aged 0 to 14 years old (percentage),43
Sudan,2010,Population aged 60+ years old (percentage),5.1
Sudan,2010,Population density,19.5
Sudan,2018,Population mid-year estimates (millions),41.51
Sudan,2018,Population mid-year estimates for males (millions),20.75
Sudan,2018,Population mid-year estimates for females (millions),20.76
Sudan,2018,Sex ratio (males per 100 females),99.9
Sudan,2018,Population aged 0 to 14 years old (percentage),40.5
Sudan,2018,Population aged 60+ years old (percentage),5.6
Sudan,2018,Population density,23.5
Suriname,2005,Population mid-year estimates (millions),0.5
Suriname,2005,Population mid-year estimates for males (millions),0.25
Suriname,2005,Population mid-year estimates for females (millions),0.25
Suriname,2005,Sex ratio (males per 100 females),101.5
Suriname,2005,Population aged 0 to 14 years old (percentage),30.8
Suriname,2005,Population aged 60+ years old (percentage),8.5
Suriname,2005,Population density,3.2
Suriname,2010,Population mid-year estimates (millions),0.53
Suriname,2010,Population mid-year estimates for males (millions),0.26
Suriname,2010,Population mid-year estimates for females (millions),0.26
Suriname,2010,Sex ratio (males per 100 females),101.2
Suriname,2010,Population aged 0 to 14 years old (percentage),28.7
Suriname,2010,Population aged 60+ years old (percentage),9.1
Suriname,2010,Population density,3.4
Suriname,2015,Population mid-year estimates (millions),0.55
Suriname,2015,Population mid-year estimates for males (millions),0.28
Suriname,2015,Population mid-year estimates for females (millions),0.28
Suriname,2015,Sex ratio (males per 100 females),100.9
Suriname,2015,Population aged 0 to 14 years old (percentage),26.9
Suriname,2015,Population aged 60+ years old (percentage),9.9
Suriname,2015,Population density,3.5
Suriname,2015,Surface area (thousand km2),164
Suriname,2018,Population mid-year estimates (millions),0.57
Suriname,2018,Population mid-year estimates for males (millions),0.29
Suriname,2018,Population mid-year estimates for females (millions),0.28
Suriname,2018,Sex ratio (males per 100 females),100.7
Suriname,2018,Population aged 0 to 14 years old (percentage),26.2
Suriname,2018,Population aged 60+ years old (percentage),10.6
Suriname,2018,Population density,3.6
Eswatini,2005,Population mid-year estimates (millions),1.11
Eswatini,2005,Population mid-year estimates for males (millions),0.54
Eswatini,2005,Population mid-year estimates for females (millions),0.57
Eswatini,2005,Sex ratio (males per 100 females),93.8
Eswatini,2005,Population aged 0 to 14 years old (percentage),42.1
Eswatini,2005,Population aged 60+ years old (percentage),4.6
Eswatini,2005,Population density,64.3
Eswatini,2010,Population mid-year estimates (millions),1.2
Eswatini,2010,Population mid-year estimates for males (millions),0.58
Eswatini,2010,Population mid-year estimates for females (millions),0.62
Eswatini,2010,Sex ratio (males per 100 females),94.2
Eswatini,2010,Population aged 0 to 14 years old (percentage),39.5
Eswatini,2010,Population aged 60+ years old (percentage),4.7
Eswatini,2010,Population density,69.9
Eswatini,2015,Population mid-year estimates (millions),1.32
Eswatini,2015,Population mid-year estimates for males (millions),0.64
Eswatini,2015,Population mid-year estimates for females (millions),0.68
Eswatini,2015,Sex ratio (males per 100 females),94
Eswatini,2015,Population aged 0 to 14 years old (percentage),37.6
Eswatini,2015,Population aged 60+ years old (percentage),4.8
Eswatini,2015,Population density,76.7
Eswatini,2015,Surface area (thousand km2),17
Eswatini,2018,Population mid-year estimates (millions),1.39
Eswatini,2018,Population mid-year estimates for males (millions),0.67
Eswatini,2018,Population mid-year estimates for females (millions),0.72
Eswatini,2018,Sex ratio (males per 100 females),93.9
Eswatini,2018,Population aged 0 to 14 years old (percentage),37
Eswatini,2018,Population aged 60+ years old (percentage),4.9
Eswatini,2018,Population density,80.9
Sweden,2005,Population mid-year estimates (millions),9.04
Sweden,2005,Population mid-year estimates for males (millions),4.48
Sweden,2005,Population mid-year estimates for females (millions),4.56
Sweden,2005,Sex ratio (males per 100 females),98.4
Sweden,2005,Population aged 0 to 14 years old (percentage),17.4
Sweden,2005,Population aged 60+ years old (percentage),23.5
Sweden,2005,Population density,22
Sweden,2010,Population mid-year estimates (millions),9.39
Sweden,2010,Population mid-year estimates for males (millions),4.68
Sweden,2010,Population mid-year estimates for females (millions),4.71
Sweden,2010,Sex ratio (males per 100 females),99.2
Sweden,2010,Population aged 0 to 14 years old (percentage),16.5
Sweden,2010,Population aged 60+ years old (percentage),24.9
Sweden,2010,Population density,22.9
Sweden,2015,Population mid-year estimates (millions),9.76
Sweden,2015,Population mid-year estimates for males (millions),4.88
Sweden,2015,Population mid-year estimates for females (millions),4.88
Sweden,2015,Sex ratio (males per 100 females),99.9
Sweden,2015,Population aged 0 to 14 years old (percentage),17.3
Sweden,2015,Population aged 60+ years old (percentage),25.2
Sweden,2015,Population density,23.8
Sweden,2015,Surface area (thousand km2),439
Sweden,2018,Population mid-year estimates (millions),9.98
Sweden,2018,Population mid-year estimates for males (millions),5
Sweden,2018,Population mid-year estimates for females (millions),4.98
Sweden,2018,Sex ratio (males per 100 females),100.3
Sweden,2018,Population aged 0 to 14 years old (percentage),17.7
Sweden,2018,Population aged 60+ years old (percentage),25.6
Sweden,2018,Population density,24.3
Switzerland,2005,Population mid-year estimates (millions),7.41
Switzerland,2005,Population mid-year estimates for males (millions),3.63
Switzerland,2005,Population mid-year estimates for females (millions),3.78
Switzerland,2005,Sex ratio (males per 100 females),95.9
Switzerland,2005,Population aged 0 to 14 years old (percentage),16.3
Switzerland,2005,Population aged 60+ years old (percentage),21.3
Switzerland,2005,Population density,187.5
Switzerland,2010,Population mid-year estimates (millions),7.83
Switzerland,2010,Population mid-year estimates for males (millions),3.86
Switzerland,2010,Population mid-year estimates for females (millions),3.98
Switzerland,2010,Sex ratio (males per 100 females),97
Switzerland,2010,Population aged 0 to 14 years old (percentage),15.1
Switzerland,2010,Population aged 60+ years old (percentage),22.8
Switzerland,2010,Population density,198.2
Switzerland,2015,Population mid-year estimates (millions),8.32
Switzerland,2015,Population mid-year estimates for males (millions),4.12
Switzerland,2015,Population mid-year estimates for females (millions),4.2
Switzerland,2015,Sex ratio (males per 100 females),98
Switzerland,2015,Population aged 0 to 14 years old (percentage),14.8
Switzerland,2015,Population aged 60+ years old (percentage),23.5
Switzerland,2015,Population density,210.5
Switzerland,2015,Surface area (thousand km2),41
Switzerland,2018,Population mid-year estimates (millions),8.54
Switzerland,2018,Population mid-year estimates for males (millions),4.24
Switzerland,2018,Population mid-year estimates for females (millions),4.31
Switzerland,2018,Sex ratio (males per 100 females),98.3
Switzerland,2018,Population aged 0 to 14 years old (percentage),14.9
Switzerland,2018,Population aged 60+ years old (percentage),24.5
Switzerland,2018,Population density,216.2
Syrian Arab Republic,2005,Population mid-year estimates (millions),18.29
Syrian Arab Republic,2005,Population mid-year estimates for males (millions),9.33
Syrian Arab Republic,2005,Population mid-year estimates for females (millions),8.96
Syrian Arab Republic,2005,Sex ratio (males per 100 females),104.2
Syrian Arab Republic,2005,Population aged 0 to 14 years old (percentage),39.1
Syrian Arab Republic,2005,Population aged 60+ years old (percentage),4.9
Syrian Arab Republic,2005,Population density,99.6
Syrian Arab Republic,2010,Population mid-year estimates (millions),21.02
Syrian Arab Republic,2010,Population mid-year estimates for males (millions),10.61
Syrian Arab Republic,2010,Population mid-year estimates for females (millions),10.41
Syrian Arab Republic,2010,Sex ratio (males per 100 females),101.9
Syrian Arab Republic,2010,Population aged 0 to 14 years old (percentage),36.4
Syrian Arab Republic,2010,Population aged 60+ years old (percentage),5.1
Syrian Arab Republic,2010,Population density,114.5
Syrian Arab Republic,2015,Population mid-year estimates (millions),18.74
Syrian Arab Republic,2015,Population mid-year estimates for males (millions),9.48
Syrian Arab Republic,2015,Population mid-year estimates for females (millions),9.26
Syrian Arab Republic,2015,Sex ratio (males per 100 females),102.3
Syrian Arab Republic,2015,Population aged 0 to 14 years old (percentage),38.1
Syrian Arab Republic,2015,Population aged 60+ years old (percentage),6.4
Syrian Arab Republic,2015,Population density,102
Syrian Arab Republic,2015,Surface area (thousand km2),185
Syrian Arab Republic,2018,Population mid-year estimates (millions),18.28
Syrian Arab Republic,2018,Population mid-year estimates for males (millions),9.23
Syrian Arab Republic,2018,Population mid-year estimates for females (millions),9.06
Syrian Arab Republic,2018,Sex ratio (males per 100 females),101.9
Syrian Arab Republic,2018,Population aged 0 to 14 years old (percentage),35.7
Syrian Arab Republic,2018,Population aged 60+ years old (percentage),7.1
Syrian Arab Republic,2018,Population density,99.6
Tajikistan,2005,Population mid-year estimates (millions),6.85
Tajikistan,2005,Population mid-year estimates for males (millions),3.45
Tajikistan,2005,Population mid-year estimates for females (millions),3.4
Tajikistan,2005,Sex ratio (males per 100 females),101.3
Tajikistan,2005,Population aged 0 to 14 years old (percentage),38.1
Tajikistan,2005,Population aged 60+ years old (percentage),5.1
Tajikistan,2005,Population density,49
Tajikistan,2010,Population mid-year estimates (millions),7.64
Tajikistan,2010,Population mid-year estimates for males (millions),3.85
Tajikistan,2010,Population mid-year estimates for females (millions),3.79
Tajikistan,2010,Sex ratio (males per 100 females),101.6
Tajikistan,2010,Population aged 0 to 14 years old (percentage),35.7
Tajikistan,2010,Population aged 60+ years old (percentage),4.9
Tajikistan,2010,Population density,54.6
Tajikistan,2015,Population mid-year estimates (millions),8.55
Tajikistan,2015,Population mid-year estimates for males (millions),4.3
Tajikistan,2015,Population mid-year estimates for females (millions),4.25
Tajikistan,2015,Sex ratio (males per 100 females),101.1
Tajikistan,2015,Population aged 0 to 14 years old (percentage),35.1
Tajikistan,2015,Population aged 60+ years old (percentage),5.5
Tajikistan,2015,Population density,61.1
Tajikistan,2015,Surface area (thousand km2),143
Tajikistan,2018,Population mid-year estimates (millions),9.11
Tajikistan,2018,Population mid-year estimates for males (millions),4.57
Tajikistan,2018,Population mid-year estimates for females (millions),4.54
Tajikistan,2018,Sex ratio (males per 100 females),100.8
Tajikistan,2018,Population aged 0 to 14 years old (percentage),35.3
Tajikistan,2018,Population aged 60+ years old (percentage),6
Tajikistan,2018,Population density,65.1
Thailand,2005,Population mid-year estimates (millions),65.43
Thailand,2005,Population mid-year estimates for males (millions),32.18
Thailand,2005,Population mid-year estimates for females (millions),33.25
Thailand,2005,Sex ratio (males per 100 females),96.8
Thailand,2005,Population aged 0 to 14 years old (percentage),21.3
Thailand,2005,Population aged 60+ years old (percentage),11.1
Thailand,2005,Population density,128.1
Thailand,2010,Population mid-year estimates (millions),67.21
Thailand,2010,Population mid-year estimates for males (millions),32.94
Thailand,2010,Population mid-year estimates for females (millions),34.27
Thailand,2010,Sex ratio (males per 100 females),96.1
Thailand,2010,Population aged 0 to 14 years old (percentage),19.2
Thailand,2010,Population aged 60+ years old (percentage),12.9
Thailand,2010,Population density,131.6
Thailand,2015,Population mid-year estimates (millions),68.66
Thailand,2015,Population mid-year estimates for males (millions),33.53
Thailand,2015,Population mid-year estimates for females (millions),35.13
Thailand,2015,Sex ratio (males per 100 females),95.4
Thailand,2015,Population aged 0 to 14 years old (percentage),18
Thailand,2015,Population aged 60+ years old (percentage),15.6
Thailand,2015,Population density,134.4
Thailand,2015,Surface area (thousand km2),513
Thailand,2018,Population mid-year estimates (millions),69.18
Thailand,2018,Population mid-year estimates for males (millions),33.71
Thailand,2018,Population mid-year estimates for females (millions),35.47
Thailand,2018,Sex ratio (males per 100 females),95
Thailand,2018,Population aged 0 to 14 years old (percentage),17
Thailand,2018,Population aged 60+ years old (percentage),17.6
Thailand,2018,Population density,135.4
TFYR of Macedonia,2005,Population mid-year estimates (millions),2.06
TFYR of Macedonia,2005,Population mid-year estimates for males (millions),1.03
TFYR of Macedonia,2005,Population mid-year estimates for females (millions),1.03
TFYR of Macedonia,2005,Sex ratio (males per 100 females),99.9
TFYR of Macedonia,2005,Population aged 0 to 14 years old (percentage),20.2
TFYR of Macedonia,2005,Population aged 60+ years old (percentage),15.3
TFYR of Macedonia,2005,Population density,81.7
TFYR of Macedonia,2010,Population mid-year estimates (millions),2.07
TFYR of Macedonia,2010,Population mid-year estimates for males (millions),1.03
TFYR of Macedonia,2010,Population mid-year estimates for females (millions),1.04
TFYR of Macedonia,2010,Sex ratio (males per 100 females),99.8
TFYR of Macedonia,2010,Population aged 0 to 14 years old (percentage),17.9
TFYR of Macedonia,2010,Population aged 60+ years old (percentage),16.4
TFYR of Macedonia,2010,Population density,82.1
TFYR of Macedonia,2015,Population mid-year estimates (millions),2.08
TFYR of Macedonia,2015,Population mid-year estimates for males (millions),1.04
TFYR of Macedonia,2015,Population mid-year estimates for females (millions),1.04
TFYR of Macedonia,2015,Sex ratio (males per 100 females),100
TFYR of Macedonia,2015,Population aged 0 to 14 years old (percentage),16.8
TFYR of Macedonia,2015,Population aged 60+ years old (percentage),18.6
TFYR of Macedonia,2015,Population density,82.4
TFYR of Macedonia,2015,Surface area (thousand km2),26
TFYR of Macedonia,2018,Population mid-year estimates (millions),2.09
TFYR of Macedonia,2018,Population mid-year estimates for males (millions),1.04
TFYR of Macedonia,2018,Population mid-year estimates for females (millions),1.04
TFYR of Macedonia,2018,Sex ratio (males per 100 females),100
TFYR of Macedonia,2018,Population aged 0 to 14 years old (percentage),16.6
TFYR of Macedonia,2018,Population aged 60+ years old (percentage),19.9
TFYR of Macedonia,2018,Population density,82.7
Timor-Leste,2005,Population mid-year estimates (millions),1.03
Timor-Leste,2005,Population mid-year estimates for males (millions),0.52
Timor-Leste,2005,Population mid-year estimates for females (millions),0.51
Timor-Leste,2005,Sex ratio (males per 100 females),102.8
Timor-Leste,2005,Population aged 0 to 14 years old (percentage),49.2
Timor-Leste,2005,Population aged 60+ years old (percentage),4.3
Timor-Leste,2005,Population density,69
Timor-Leste,2010,Population mid-year estimates (millions),1.11
Timor-Leste,2010,Population mid-year estimates for males (millions),0.56
Timor-Leste,2010,Population mid-year estimates for females (millions),0.55
Timor-Leste,2010,Sex ratio (males per 100 females),103.2
Timor-Leste,2010,Population aged 0 to 14 years old (percentage),45.6
Timor-Leste,2010,Population aged 60+ years old (percentage),5.1
Timor-Leste,2010,Population density,74.6
Timor-Leste,2015,Population mid-year estimates (millions),1.24
Timor-Leste,2015,Population mid-year estimates for males (millions),0.63
Timor-Leste,2015,Population mid-year estimates for females (millions),0.61
Timor-Leste,2015,Sex ratio (males per 100 females),103.2
Timor-Leste,2015,Population aged 0 to 14 years old (percentage),44
Timor-Leste,2015,Population aged 60+ years old (percentage),5.4
Timor-Leste,2015,Population density,83.5
Timor-Leste,2015,Surface area (thousand km2),15
Timor-Leste,2018,Population mid-year estimates (millions),1.32
Timor-Leste,2018,Population mid-year estimates for males (millions),0.67
Timor-Leste,2018,Population mid-year estimates for females (millions),0.65
Timor-Leste,2018,Sex ratio (males per 100 females),103.2
Timor-Leste,2018,Population aged 0 to 14 years old (percentage),43.5
Timor-Leste,2018,Population aged 60+ years old (percentage),5.5
Timor-Leste,2018,Population density,89
Togo,2005,Population mid-year estimates (millions),5.68
Togo,2005,Population mid-year estimates for males (millions),2.82
Togo,2005,Population mid-year estimates for females (millions),2.86
Togo,2005,Sex ratio (males per 100 females),98.7
Togo,2005,Population aged 0 to 14 years old (percentage),42.6
Togo,2005,Population aged 60+ years old (percentage),4.5
Togo,2005,Population density,104.5
Togo,2010,Population mid-year estimates (millions),6.5
Togo,2010,Population mid-year estimates for males (millions),3.24
Togo,2010,Population mid-year estimates for females (millions),3.27
Togo,2010,Sex ratio (males per 100 females),99.1
Togo,2010,Population aged 0 to 14 years old (percentage),42.5
Togo,2010,Population aged 60+ years old (percentage),4.4
Togo,2010,Population density,119.6
Togo,2015,Population mid-year estimates (millions),7.42
Togo,2015,Population mid-year estimates for males (millions),3.7
Togo,2015,Population mid-year estimates for females (millions),3.72
Togo,2015,Sex ratio (males per 100 females),99.3
Togo,2015,Population aged 0 to 14 years old (percentage),42
Togo,2015,Population aged 60+ years old (percentage),4.5
Togo,2015,Population density,136.4
Togo,2015,Surface area (thousand km2),57
Togo,2018,Population mid-year estimates (millions),7.99
Togo,2018,Population mid-year estimates for males (millions),3.98
Togo,2018,Population mid-year estimates for females (millions),4.01
Togo,2018,Sex ratio (males per 100 females),99.4
Togo,2018,Population aged 0 to 14 years old (percentage),41.3
Togo,2018,Population aged 60+ years old (percentage),4.6
Togo,2018,Population density,146.9
Tokelau,2001,Population mid-year estimates (millions),0
Tokelau,2001,Sex ratio (males per 100 females),98.1
Tokelau,2001,Population aged 0 to 14 years old (percentage),40.7
Tokelau,2001,Population aged 60+ years old (percentage),9.5
Tokelau,2001,Population density,150.3
Tokelau,2005,Population mid-year estimates (millions),0
Tokelau,2005,Population density,120.8
Tokelau,2006,Population mid-year estimates (millions),0
Tokelau,2006,Sex ratio (males per 100 females),102.6
Tokelau,2006,Population aged 0 to 14 years old (percentage),36.6
Tokelau,2006,Population aged 60+ years old (percentage),11.3
Tokelau,2006,Population density,116.7
Tokelau,2010,Population mid-year estimates (millions),0
Tokelau,2010,Population density,114
Tokelau,2015,Population mid-year estimates (millions),0
Tokelau,2015,Population density,125.2
Tokelau,2015,Surface area (thousand km2),0
Tokelau,2016,Population mid-year estimates (millions),0
Tokelau,2016,Sex ratio (males per 100 females),100
Tokelau,2016,Population aged 0 to 14 years old (percentage),28.3
Tokelau,2016,Population aged 60+ years old (percentage),12.2
Tokelau,2016,Population density,128.2
Tokelau,2018,Population mid-year estimates (millions),0
Tokelau,2018,Population density,131.9
Tonga,2005,Population mid-year estimates (millions),0.1
Tonga,2005,Population mid-year estimates for males (millions),0.05
Tonga,2005,Population mid-year estimates for females (millions),0.05
Tonga,2005,Sex ratio (males per 100 females),100.6
Tonga,2005,Population aged 0 to 14 years old (percentage),38.2
Tonga,2005,Population aged 60+ years old (percentage),8.3
Tonga,2005,Population density,140.3
Tonga,2010,Population mid-year estimates (millions),0.1
Tonga,2010,Population mid-year estimates for males (millions),0.05
Tonga,2010,Population mid-year estimates for females (millions),0.05
Tonga,2010,Sex ratio (males per 100 females),100.3
Tonga,2010,Population aged 0 to 14 years old (percentage),37.4
Tonga,2010,Population aged 60+ years old (percentage),8
Tonga,2010,Population density,144.6
Tonga,2015,Population mid-year estimates (millions),0.11
Tonga,2015,Population mid-year estimates for males (millions),0.05
Tonga,2015,Population mid-year estimates for females (millions),0.05
Tonga,2015,Sex ratio (males per 100 females),100.6
Tonga,2015,Population aged 0 to 14 years old (percentage),36.7
Tonga,2015,Population aged 60+ years old (percentage),8.1
Tonga,2015,Population density,147.7
Tonga,2015,Surface area (thousand km2),1
Tonga,2018,Population mid-year estimates (millions),0.11
Tonga,2018,Population mid-year estimates for males (millions),0.05
Tonga,2018,Population mid-year estimates for females (millions),0.05
Tonga,2018,Sex ratio (males per 100 females),100.7
Tonga,2018,Population aged 0 to 14 years old (percentage),35.4
Tonga,2018,Population aged 60+ years old (percentage),8.7
Tonga,2018,Population density,151.4
Trinidad and Tobago,2005,Population mid-year estimates (millions),1.3
Trinidad and Tobago,2005,Population mid-year estimates for males (millions),0.64
Trinidad and Tobago,2005,Population mid-year estimates for females (millions),0.65
Trinidad and Tobago,2005,Sex ratio (males per 100 females),98.3
Trinidad and Tobago,2005,Population aged 0 to 14 years old (percentage),21.8
Trinidad and Tobago,2005,Population aged 60+ years old (percentage),10.8
Trinidad and Tobago,2005,Population density,252.8
Trinidad and Tobago,2010,Population mid-year estimates (millions),1.33
Trinidad and Tobago,2010,Population mid-year estimates for males (millions),0.66
Trinidad and Tobago,2010,Population mid-year estimates for females (millions),0.67
Trinidad and Tobago,2010,Sex ratio (males per 100 females),98
Trinidad and Tobago,2010,Population aged 0 to 14 years old (percentage),20.7
Trinidad and Tobago,2010,Population aged 60+ years old (percentage),12.4
Trinidad and Tobago,2010,Population density,258.9
Trinidad and Tobago,2015,Population mid-year estimates (millions),1.36
Trinidad and Tobago,2015,Population mid-year estimates for males (millions),0.67
Trinidad and Tobago,2015,Population mid-year estimates for females (millions),0.69
Trinidad and Tobago,2015,Sex ratio (males per 100 females),97.4
Trinidad and Tobago,2015,Population aged 0 to 14 years old (percentage),20.8
Trinidad and Tobago,2015,Population aged 60+ years old (percentage),14.2
Trinidad and Tobago,2015,Population density,265.1
Trinidad and Tobago,2015,Surface area (thousand km2),5
Trinidad and Tobago,2018,Population mid-year estimates (millions),1.37
Trinidad and Tobago,2018,Population mid-year estimates for males (millions),0.68
Trinidad and Tobago,2018,Population mid-year estimates for females (millions),0.7
Trinidad and Tobago,2018,Sex ratio (males per 100 females),96.9
Trinidad and Tobago,2018,Population aged 0 to 14 years old (percentage),20.5
Trinidad and Tobago,2018,Population aged 60+ years old (percentage),15.5
Trinidad and Tobago,2018,Population density,267.6
Tunisia,2005,Population mid-year estimates (millions),10.1
Tunisia,2005,Population mid-year estimates for males (millions),5.03
Tunisia,2005,Population mid-year estimates for females (millions),5.07
Tunisia,2005,Sex ratio (males per 100 females),99.2
Tunisia,2005,Population aged 0 to 14 years old (percentage),25.5
Tunisia,2005,Population aged 60+ years old (percentage),10
Tunisia,2005,Population density,65
Tunisia,2010,Population mid-year estimates (millions),10.64
Tunisia,2010,Population mid-year estimates for males (millions),5.28
Tunisia,2010,Population mid-year estimates for females (millions),5.36
Tunisia,2010,Sex ratio (males per 100 females),98.4
Tunisia,2010,Population aged 0 to 14 years old (percentage),23.3
Tunisia,2010,Population aged 60+ years old (percentage),10.4
Tunisia,2010,Population density,68.5
Tunisia,2015,Population mid-year estimates (millions),11.27
Tunisia,2015,Population mid-year estimates for males (millions),5.57
Tunisia,2015,Population mid-year estimates for females (millions),5.7
Tunisia,2015,Sex ratio (males per 100 females),97.7
Tunisia,2015,Population aged 0 to 14 years old (percentage),23.7
Tunisia,2015,Population aged 60+ years old (percentage),11.7
Tunisia,2015,Population density,72.6
Tunisia,2015,Surface area (thousand km2),164
Tunisia,2018,Population mid-year estimates (millions),11.66
Tunisia,2018,Population mid-year estimates for males (millions),5.76
Tunisia,2018,Population mid-year estimates for females (millions),5.9
Tunisia,2018,Sex ratio (males per 100 females),97.7
Tunisia,2018,Population aged 0 to 14 years old (percentage),24
Tunisia,2018,Population aged 60+ years old (percentage),12.6
Tunisia,2018,Population density,75
Turkey,2005,Population mid-year estimates (millions),67.9
Turkey,2005,Population mid-year estimates for males (millions),33.42
Turkey,2005,Population mid-year estimates for females (millions),34.48
Turkey,2005,Sex ratio (males per 100 females),96.9
Turkey,2005,Population aged 0 to 14 years old (percentage),28.6
Turkey,2005,Population aged 60+ years old (percentage),9.6
Turkey,2005,Population density,88.2
Turkey,2010,Population mid-year estimates (millions),72.33
Turkey,2010,Population mid-year estimates for males (millions),35.56
Turkey,2010,Population mid-year estimates for females (millions),36.76
Turkey,2010,Sex ratio (males per 100 females),96.7
Turkey,2010,Population aged 0 to 14 years old (percentage),26.9
Turkey,2010,Population aged 60+ years old (percentage),10.4
Turkey,2010,Population density,94
Turkey,2015,Population mid-year estimates (millions),78.27
Turkey,2015,Population mid-year estimates for males (millions),38.5
Turkey,2015,Population mid-year estimates for females (millions),39.77
Turkey,2015,Sex ratio (males per 100 females),96.8
Turkey,2015,Population aged 0 to 14 years old (percentage),25.6
Turkey,2015,Population aged 60+ years old (percentage),11.5
Turkey,2015,Population density,101.7
Turkey,2015,Surface area (thousand km2),784
Turkey,2018,Population mid-year estimates (millions),81.92
Turkey,2018,Population mid-year estimates for males (millions),40.37
Turkey,2018,Population mid-year estimates for females (millions),41.55
Turkey,2018,Sex ratio (males per 100 females),97.2
Turkey,2018,Population aged 0 to 14 years old (percentage),24.6
Turkey,2018,Population aged 60+ years old (percentage),12.3
Turkey,2018,Population density,106.4
Turkmenistan,2005,Population mid-year estimates (millions),4.75
Turkmenistan,2005,Population mid-year estimates for males (millions),2.34
Turkmenistan,2005,Population mid-year estimates for females (millions),2.42
Turkmenistan,2005,Sex ratio (males per 100 females),96.8
Turkmenistan,2005,Population aged 0 to 14 years old (percentage),32.6
Turkmenistan,2005,Population aged 60+ years old (percentage),6.1
Turkmenistan,2005,Population density,10.1
Turkmenistan,2010,Population mid-year estimates (millions),5.09
Turkmenistan,2010,Population mid-year estimates for males (millions),2.5
Turkmenistan,2010,Population mid-year estimates for females (millions),2.58
Turkmenistan,2010,Sex ratio (males per 100 females),96.8
Turkmenistan,2010,Population aged 0 to 14 years old (percentage),29.5
Turkmenistan,2010,Population aged 60+ years old (percentage),6.1
Turkmenistan,2010,Population density,10.8
Turkmenistan,2015,Population mid-year estimates (millions),5.57
Turkmenistan,2015,Population mid-year estimates for males (millions),2.74
Turkmenistan,2015,Population mid-year estimates for females (millions),2.83
Turkmenistan,2015,Sex ratio (males per 100 females),97
Turkmenistan,2015,Population aged 0 to 14 years old (percentage),30.4
Turkmenistan,2015,Population aged 60+ years old (percentage),6.8
Turkmenistan,2015,Population density,11.8
Turkmenistan,2015,Surface area (thousand km2),488
Turkmenistan,2018,Population mid-year estimates (millions),5.85
Turkmenistan,2018,Population mid-year estimates for males (millions),2.88
Turkmenistan,2018,Population mid-year estimates for females (millions),2.97
Turkmenistan,2018,Sex ratio (males per 100 females),97
Turkmenistan,2018,Population aged 0 to 14 years old (percentage),30.8
Turkmenistan,2018,Population aged 60+ years old (percentage),7.6
Turkmenistan,2018,Population density,12.5
Turks and Caicos Islands,2001,Population mid-year estimates (millions),0.02
Turks and Caicos Islands,2001,Sex ratio (males per 100 females),99.1
Turks and Caicos Islands,2001,Population aged 0 to 14 years old (percentage),28.6
Turks and Caicos Islands,2001,Population aged 60+ years old (percentage),5.2
Turks and Caicos Islands,2001,Population density,21.2
Turks and Caicos Islands,2005,Population mid-year estimates (millions),0.03
Turks and Caicos Islands,2005,Sex ratio (males per 100 females),99.1
Turks and Caicos Islands,2005,Population density,27.8
Turks and Caicos Islands,2010,Population mid-year estimates (millions),0.03
Turks and Caicos Islands,2010,Sex ratio (males per 100 females),106.7
Turks and Caicos Islands,2010,Population density,32.6
Turks and Caicos Islands,2015,Population mid-year estimates (millions),0.03
Turks and Caicos Islands,2015,Sex ratio (males per 100 females),103.8
